call_id,caller_id,caller_number,callee_id,callee_number,timestamp,duration_seconds,call_type,cell_tower_city
CDR01510,SUS0054,+91-9600282414,SUS0040,+91-9399147754,2026-05-08 18:05:45,1477,Voice,Ahmedabad
CDR01511,SUS0092,+91-9722687986,SUS0048,+91-9925159146,2026-02-10 19:28:45,458,Voice,Amritsar
CDR01512,SUS0127,+91-9729712082,SUS0051,+91-9688273030,2026-05-21 16:45:45,222,SMS,Bhopal
CDR01513,SUS0147,+91-9190547712,SUS0124,+91-9853529912,2026-07-17 00:36:00,163,Voice,Kanpur
CDR01514,SUS0118,+91-9350180427,SUS0133,+91-9874807770,2026-05-12 02:29:45,783,SMS,Jaipur
CDR01515,SUS0046,+91-9952266893,SUS0095,+91-9235555899,2026-02-03 08:10:30,1442,Data,Lucknow
CDR01516,SUS0114,+91-9880179899,SUS0145,+91-9408246619,2026-05-10 21:28:30,1362,SMS,Ahmedabad
CDR01517,SUS0129,+91-9340781088,SUS0106,+91-9874090950,2026-01-26 21:38:45,1658,Data,Lucknow
CDR01518,SUS0108,+91-9679184667,SUS0127,+91-9729712082,2026-02-15 06:54:15,1576,SMS,Pune
CDR01519,SUS0140,+91-9529979713,SUS0113,+91-9426808977,2026-04-05 10:57:00,684,Data,Ahmedabad
CDR01520,SUS0096,+91-9540211187,SUS0117,+91-9458102728,2026-08-20 09:33:45,1563,Voice,Jaipur
CDR01521,SUS0135,+91-9219066986,SUS0112,+91-9337691219,2026-06-25 03:40:30,310,Voice,Surat
CDR01522,SUS0001,+91-9826600539,SUS0085,+91-9212313264,2026-07-03 04:52:15,951,Data,Bhopal
CDR01523,SUS0028,+91-9711684318,SUS0055,+91-9922050912,2026-07-20 07:33:45,1162,Voice,Delhi
CDR01524,SUS0024,+91-9909134796,SUS0048,+91-9925159146,2026-08-07 06:49:15,395,Data,Chandigarh
CDR01525,SUS0136,+91-9158821683,SUS0102,+91-9599561877,2026-03-08 04:28:30,782,Voice,Surat
CDR01526,SUS0150,+91-9804433388,SUS0078,+91-9323110563,2026-06-02 23:16:45,994,Voice,Lucknow
CDR01527,SUS0009,+91-9326541099,SUS0147,+91-9190547712,2026-05-14 23:15:15,67,Voice,Chandigarh
CDR01528,SUS0049,+91-9926830795,SUS0005,+91-9764130526,2026-05-21 02:18:00,1077,Voice,Surat
CDR01529,SUS0018,+91-9584779555,SUS0093,+91-9445505799,2026-03-20 05:15:45,1505,Voice,Patna
CDR01530,SUS0120,+91-9156263020,SUS0068,+91-9480990401,2026-01-02 12:57:00,167,Voice,Amritsar
CDR01531,SUS0088,+91-9570423569,SUS0033,+91-9749431082,2026-01-17 09:17:30,1104,Voice,Pune
CDR01532,SUS0094,+91-9899621068,SUS0073,+91-9115191689,2026-04-20 03:37:45,1038,Voice,Patna
CDR01533,SUS0104,+91-9417001612,SUS0025,+91-9519212169,2026-03-23 10:12:15,1221,Voice,Chandigarh
CDR01534,SUS0043,+91-9175133802,SUS0045,+91-9995205588,2026-02-10 06:59:15,1175,Voice,Amritsar
CDR01535,SUS0007,+91-9833953718,SUS0071,+91-9587205269,2026-05-20 16:49:30,544,Voice,Delhi
CDR01536,SUS0081,+91-9987588450,SUS0124,+91-9853529912,2026-04-23 02:07:45,324,SMS,Nagpur
CDR01537,SUS0082,+91-9851333320,SUS0088,+91-9570423569,2026-02-04 12:41:00,375,Voice,Kanpur
CDR01538,SUS0075,+91-9612957813,SUS0130,+91-9924024405,2026-03-11 17:58:30,1155,Voice,Kanpur
CDR01539,SUS0085,+91-9212313264,SUS0046,+91-9952266893,2026-01-20 10:18:45,1674,Voice,Ahmedabad
CDR01540,SUS0110,+91-9963919401,SUS0018,+91-9584779555,2026-05-19 04:19:15,648,Voice,Amritsar
CDR01541,SUS0032,+91-9695499669,SUS0085,+91-9212313264,2026-06-06 22:27:15,479,Voice,Surat
CDR01542,SUS0056,+91-9888807316,SUS0047,+91-9906528433,2026-08-26 23:57:15,900,SMS,Jaipur
CDR01543,SUS0044,+91-9848621833,SUS0082,+91-9851333320,2026-06-09 20:11:00,259,Data,Chandigarh
CDR01544,SUS0020,+91-9242068763,SUS0089,+91-9221827951,2026-02-25 04:05:00,636,Voice,Indore
CDR01545,SUS0105,+91-9900122509,SUS0007,+91-9833953718,2026-08-08 14:50:30,686,Voice,Nagpur
CDR01546,SUS0075,+91-9612957813,SUS0068,+91-9480990401,2026-01-10 18:30:30,344,Voice,Kanpur
CDR01547,SUS0062,+91-9275842194,SUS0131,+91-9393421844,2026-02-25 10:19:15,1382,Data,Mumbai
CDR01548,SUS0067,+91-9584044963,SUS0054,+91-9600282414,2026-07-20 09:12:30,160,Voice,Nagpur
CDR01549,SUS0037,+91-9701170349,SUS0047,+91-9906528433,2026-03-21 20:01:45,202,Voice,Delhi
CDR01550,SUS0147,+91-9190547712,SUS0063,+91-9841541582,2026-01-07 18:44:15,693,SMS,Surat
CDR01551,SUS0055,+91-9922050912,SUS0028,+91-9711684318,2026-08-12 19:43:30,1199,Voice,Lucknow
CDR01552,SUS0025,+91-9519212169,SUS0042,+91-9649136331,2026-01-02 06:40:00,885,SMS,Delhi
CDR01553,SUS0008,+91-9787194506,SUS0097,+91-9452794611,2026-02-13 00:04:15,1529,Voice,Lucknow
CDR01554,SUS0145,+91-9408246619,SUS0121,+91-9337887233,2026-05-02 23:16:30,592,Voice,Patna
CDR01555,SUS0022,+91-9881913386,SUS0015,+91-9624636385,2026-05-15 17:49:00,62,SMS,Nagpur
CDR01556,SUS0147,+91-9190547712,SUS0092,+91-9722687986,2026-05-04 11:18:15,1251,Voice,Amritsar
CDR01557,SUS0034,+91-9554811020,SUS0083,+91-9748232591,2026-01-07 12:26:30,1452,SMS,Chandigarh
CDR01558,SUS0113,+91-9426808977,SUS0133,+91-9874807770,2026-06-04 20:39:30,1003,Voice,Patna
CDR01559,SUS0135,+91-9219066986,SUS0105,+91-9900122509,2026-04-14 13:14:30,792,Voice,Indore
CDR01560,SUS0008,+91-9787194506,SUS0069,+91-9536398872,2026-06-19 03:13:45,1441,Data,Nagpur
CDR01561,SUS0026,+91-9418587604,SUS0108,+91-9679184667,2026-05-03 10:02:45,1403,Voice,Kanpur
CDR01562,SUS0054,+91-9600282414,SUS0006,+91-9208449460,2026-04-25 11:12:45,1461,Voice,Ranchi
CDR01563,SUS0053,+91-9679984033,SUS0051,+91-9688273030,2026-04-19 20:59:30,30,Voice,Amritsar
CDR01564,SUS0114,+91-9880179899,SUS0145,+91-9408246619,2026-02-14 05:00:15,1323,Voice,Pune
CDR01565,SUS0006,+91-9208449460,SUS0148,+91-9403754671,2026-05-02 23:31:15,1120,Voice,Surat
CDR01566,SUS0113,+91-9426808977,SUS0030,+91-9907308348,2026-08-14 04:54:45,314,Voice,Bhopal
CDR01567,SUS0067,+91-9584044963,SUS0031,+91-9173864104,2026-01-21 15:19:30,181,Voice,Pune
CDR01568,SUS0139,+91-9534900128,SUS0045,+91-9995205588,2026-04-17 03:47:30,792,Data,Patna
CDR01569,SUS0068,+91-9480990401,SUS0144,+91-9955052486,2026-06-14 16:20:30,1145,Voice,Chandigarh
CDR01570,SUS0070,+91-9361246928,SUS0024,+91-9909134796,2026-02-14 09:41:45,1542,Voice,Surat
CDR01571,SUS0059,+91-9450948014,SUS0070,+91-9361246928,2026-03-09 03:52:30,255,Voice,Indore
CDR01572,SUS0068,+91-9480990401,SUS0075,+91-9612957813,2026-06-26 21:54:00,1667,Voice,Amritsar
CDR01573,SUS0076,+91-9704344408,SUS0095,+91-9235555899,2026-08-01 05:46:45,766,Voice,Ahmedabad
CDR01574,SUS0075,+91-9612957813,SUS0046,+91-9952266893,2026-04-13 04:29:00,1119,Voice,Amritsar
CDR01575,SUS0103,+91-9590523712,SUS0028,+91-9711684318,2026-01-28 15:53:00,1429,SMS,Mumbai
CDR01576,SUS0097,+91-9452794611,SUS0032,+91-9695499669,2026-05-27 16:16:45,1182,Voice,Indore
CDR01577,SUS0003,+91-9271432881,SUS0017,+91-9751325257,2026-05-18 22:05:45,721,Data,Lucknow
CDR01578,SUS0147,+91-9190547712,SUS0102,+91-9599561877,2026-05-23 14:31:15,612,Voice,Delhi
CDR01579,SUS0131,+91-9393421844,SUS0030,+91-9907308348,2026-03-15 04:30:45,1300,Data,Mumbai
CDR01580,SUS0096,+91-9540211187,SUS0118,+91-9350180427,2026-05-09 18:27:30,726,SMS,Surat
CDR01581,SUS0053,+91-9679984033,SUS0102,+91-9599561877,2026-06-06 05:48:30,242,SMS,Delhi
CDR01582,SUS0071,+91-9587205269,SUS0127,+91-9729712082,2026-06-21 00:24:45,516,Voice,Indore
CDR01583,SUS0045,+91-9995205588,SUS0043,+91-9175133802,2026-03-12 22:29:30,1069,SMS,Kanpur
CDR01584,SUS0096,+91-9540211187,SUS0023,+91-9596743109,2026-06-07 14:12:15,153,SMS,Nagpur
CDR01585,SUS0132,+91-9895609471,SUS0014,+91-9420452650,2026-05-23 02:14:45,528,Data,Mumbai
CDR01586,SUS0119,+91-9218032515,SUS0014,+91-9420452650,2026-08-06 07:31:15,1603,SMS,Mumbai
CDR01587,SUS0127,+91-9729712082,SUS0066,+91-9677858758,2026-06-21 20:01:45,820,Voice,Nagpur
CDR01588,SUS0064,+91-9810303128,SUS0081,+91-9987588450,2026-01-07 08:53:00,1547,SMS,Amritsar
CDR01589,SUS0078,+91-9323110563,SUS0055,+91-9922050912,2026-03-14 19:24:15,1594,SMS,Chandigarh
CDR01590,SUS0080,+91-9350636897,SUS0108,+91-9679184667,2026-07-05 15:39:15,292,Voice,Mumbai
CDR01591,SUS0052,+91-9659741412,SUS0143,+91-9706118438,2026-07-21 16:39:15,1402,Voice,Chandigarh
CDR01592,SUS0062,+91-9275842194,SUS0149,+91-9877103091,2026-02-02 18:54:30,780,Voice,Amritsar
CDR01593,SUS0114,+91-9880179899,SUS0075,+91-9612957813,2026-06-16 03:32:00,677,Voice,Lucknow
CDR01594,SUS0107,+91-9135824891,SUS0030,+91-9907308348,2026-03-27 15:57:15,369,SMS,Surat
CDR01595,SUS0075,+91-9612957813,SUS0129,+91-9340781088,2026-03-03 11:29:00,1342,SMS,Surat
CDR01596,SUS0049,+91-9926830795,SUS0004,+91-9469319644,2026-08-15 18:26:45,453,Voice,Chandigarh
CDR01597,SUS0058,+91-9811890569,SUS0082,+91-9851333320,2026-04-15 10:21:30,856,Voice,Chandigarh
CDR01598,SUS0106,+91-9874090950,SUS0076,+91-9704344408,2026-05-17 07:49:45,815,Voice,Lucknow
CDR01599,SUS0090,+91-9618079974,SUS0080,+91-9350636897,2026-01-14 13:34:00,789,SMS,Mumbai
CDR01600,SUS0010,+91-9899925830,SUS0030,+91-9907308348,2026-02-18 21:18:15,574,Voice,Indore
CDR01601,SUS0125,+91-9586940738,SUS0114,+91-9880179899,2026-07-02 18:52:45,1491,SMS,Ranchi
CDR01602,SUS0081,+91-9987588450,SUS0148,+91-9403754671,2026-07-26 02:22:45,390,SMS,Indore
CDR01603,SUS0012,+91-9739830322,SUS0126,+91-9609241268,2026-01-06 03:14:00,1731,SMS,Nagpur
CDR01604,SUS0141,+91-9222435172,SUS0093,+91-9445505799,2026-02-26 03:37:45,87,Voice,Delhi
CDR01605,SUS0116,+91-9396225446,SUS0093,+91-9445505799,2026-01-11 02:57:45,1374,Voice,Chandigarh
CDR01606,SUS0033,+91-9749431082,SUS0046,+91-9952266893,2026-03-20 05:01:00,640,Voice,Ranchi
CDR01607,SUS0052,+91-9659741412,SUS0117,+91-9458102728,2026-06-28 19:40:30,1270,Voice,Delhi
CDR01608,SUS0079,+91-9583724666,SUS0063,+91-9841541582,2026-02-16 19:53:00,1609,Voice,Surat
CDR01609,SUS0101,+91-9358589021,SUS0002,+91-9868820204,2026-01-24 23:02:00,1232,Voice,Indore
CDR01610,SUS0096,+91-9540211187,SUS0081,+91-9987588450,2026-02-23 06:08:00,1277,Data,Jaipur
CDR01611,SUS0043,+91-9175133802,SUS0127,+91-9729712082,2026-02-13 00:51:30,293,Voice,Bhopal
CDR01612,SUS0075,+91-9612957813,SUS0145,+91-9408246619,2026-07-13 22:09:45,655,Voice,Lucknow
CDR01613,SUS0079,+91-9583724666,SUS0060,+91-9475767056,2026-05-10 19:55:00,986,SMS,Surat
CDR01614,SUS0056,+91-9888807316,SUS0047,+91-9906528433,2026-04-15 13:52:30,65,SMS,Pune
CDR01615,SUS0089,+91-9221827951,SUS0118,+91-9350180427,2026-05-20 20:28:30,1730,Voice,Ahmedabad
CDR01616,SUS0138,+91-9896760809,SUS0076,+91-9704344408,2026-06-19 00:17:15,287,SMS,Delhi
CDR01617,SUS0116,+91-9396225446,SUS0124,+91-9853529912,2026-07-04 14:53:15,1065,Voice,Amritsar
CDR01618,SUS0023,+91-9596743109,SUS0002,+91-9868820204,2026-02-06 22:50:00,1789,Data,Patna
CDR01619,SUS0093,+91-9445505799,SUS0137,+91-9288650860,2026-07-05 16:57:45,1504,SMS,Chandigarh
CDR01620,SUS0023,+91-9596743109,SUS0081,+91-9987588450,2026-06-08 10:55:45,1560,Voice,Delhi
CDR01621,SUS0020,+91-9242068763,SUS0070,+91-9361246928,2026-08-13 01:31:30,767,Voice,Jaipur
CDR01622,SUS0142,+91-9374843786,SUS0090,+91-9618079974,2026-08-23 03:06:15,195,SMS,Delhi
CDR01623,SUS0075,+91-9612957813,SUS0012,+91-9739830322,2026-03-04 05:25:00,1136,Voice,Ranchi
CDR01624,SUS0124,+91-9853529912,SUS0118,+91-9350180427,2026-07-05 17:52:45,81,SMS,Bhopal
CDR01625,SUS0011,+91-9197613238,SUS0006,+91-9208449460,2026-06-06 03:42:00,51,Voice,Delhi
CDR01626,SUS0073,+91-9115191689,SUS0071,+91-9587205269,2026-06-26 06:16:45,1244,SMS,Pune
CDR01627,SUS0052,+91-9659741412,SUS0118,+91-9350180427,2026-06-03 06:38:30,78,Voice,Mumbai
CDR01628,SUS0066,+91-9677858758,SUS0127,+91-9729712082,2026-05-04 23:39:00,830,SMS,Surat
CDR01629,SUS0136,+91-9158821683,SUS0082,+91-9851333320,2026-08-04 10:17:15,1274,Data,Chandigarh
CDR01630,SUS0032,+91-9695499669,SUS0097,+91-9452794611,2026-08-09 10:58:15,292,SMS,Jaipur
CDR01631,SUS0086,+91-9437710224,SUS0031,+91-9173864104,2026-03-21 02:05:45,425,Voice,Ahmedabad
CDR01632,SUS0099,+91-9855797020,SUS0086,+91-9437710224,2026-08-07 21:29:30,891,Voice,Chandigarh
CDR01633,SUS0067,+91-9584044963,SUS0120,+91-9156263020,2026-07-14 12:09:30,1499,Voice,Jaipur
CDR01634,SUS0115,+91-9497853519,SUS0113,+91-9426808977,2026-02-16 22:55:30,719,Voice,Amritsar
CDR01635,SUS0093,+91-9445505799,SUS0006,+91-9208449460,2026-04-13 16:00:45,127,Voice,Amritsar
CDR01636,SUS0091,+91-9396618390,SUS0150,+91-9804433388,2026-02-04 17:58:00,339,Voice,Amritsar
CDR01637,SUS0047,+91-9906528433,SUS0143,+91-9706118438,2026-04-21 17:28:30,602,Voice,Kanpur
CDR01638,SUS0061,+91-9608482316,SUS0117,+91-9458102728,2026-07-21 08:45:00,389,Voice,Surat
CDR01639,SUS0127,+91-9729712082,SUS0066,+91-9677858758,2026-03-14 16:12:00,740,Voice,Bhopal
CDR01640,SUS0014,+91-9420452650,SUS0081,+91-9987588450,2026-03-02 07:24:00,971,Voice,Lucknow
CDR01641,SUS0029,+91-9319321646,SUS0103,+91-9590523712,2026-05-27 05:57:45,1058,Voice,Nagpur
CDR01642,SUS0045,+91-9995205588,SUS0127,+91-9729712082,2026-08-05 11:23:15,1565,Voice,Nagpur
CDR01643,SUS0007,+91-9833953718,SUS0071,+91-9587205269,2026-07-11 20:43:30,122,Data,Lucknow
CDR01644,SUS0061,+91-9608482316,SUS0117,+91-9458102728,2026-05-28 03:17:45,1440,Voice,Mumbai
CDR01645,SUS0031,+91-9173864104,SUS0040,+91-9399147754,2026-06-02 15:10:00,726,Voice,Bhopal
CDR01646,SUS0087,+91-9301415220,SUS0050,+91-9960514523,2026-05-04 11:25:15,1222,SMS,Pune
CDR01647,SUS0129,+91-9340781088,SUS0028,+91-9711684318,2026-07-21 20:26:30,484,Voice,Delhi
CDR01648,SUS0061,+91-9608482316,SUS0112,+91-9337691219,2026-07-21 20:20:15,30,Voice,Jaipur
CDR01649,SUS0121,+91-9337887233,SUS0109,+91-9463692735,2026-08-13 18:48:00,943,Voice,Jaipur
CDR01650,SUS0081,+91-9987588450,SUS0021,+91-9807577342,2026-06-15 17:38:45,1520,Voice,Jaipur
CDR01651,SUS0085,+91-9212313264,SUS0032,+91-9695499669,2026-01-01 06:08:00,857,Voice,Surat
CDR01652,SUS0134,+91-9392168202,SUS0066,+91-9677858758,2026-01-04 12:22:15,372,SMS,Kanpur
CDR01653,SUS0086,+91-9437710224,SUS0113,+91-9426808977,2026-03-17 17:59:30,517,Voice,Kanpur
CDR01654,SUS0122,+91-9531233244,SUS0022,+91-9881913386,2026-02-16 18:07:30,659,Data,Ahmedabad
CDR01655,SUS0136,+91-9158821683,SUS0044,+91-9848621833,2026-04-23 12:08:00,1309,SMS,Patna
CDR01656,SUS0120,+91-9156263020,SUS0067,+91-9584044963,2026-04-28 15:29:45,338,SMS,Delhi
CDR01657,SUS0103,+91-9590523712,SUS0055,+91-9922050912,2026-03-03 00:43:45,1556,Voice,Mumbai
CDR01658,SUS0135,+91-9219066986,SUS0120,+91-9156263020,2026-04-08 22:45:45,1126,SMS,Surat
CDR01659,SUS0110,+91-9963919401,SUS0126,+91-9609241268,2026-08-04 02:51:15,388,Data,Chandigarh
CDR01660,SUS0028,+91-9711684318,SUS0129,+91-9340781088,2026-02-13 07:56:00,1704,SMS,Jaipur
CDR01661,SUS0150,+91-9804433388,SUS0149,+91-9877103091,2026-04-16 22:54:00,174,Voice,Indore
CDR01662,SUS0022,+91-9881913386,SUS0058,+91-9811890569,2026-06-18 09:17:15,851,Data,Lucknow
CDR01663,SUS0065,+91-9488896443,SUS0046,+91-9952266893,2026-02-13 07:07:15,1449,Voice,Surat
CDR01664,SUS0126,+91-9609241268,SUS0037,+91-9701170349,2026-08-19 19:14:30,1167,Data,Bhopal
CDR01665,SUS0128,+91-9874233009,SUS0112,+91-9337691219,2026-07-13 19:14:15,22,Data,Patna
CDR01666,SUS0062,+91-9275842194,SUS0120,+91-9156263020,2026-01-01 01:31:00,1194,Voice,Jaipur
CDR01667,SUS0029,+91-9319321646,SUS0098,+91-9138546365,2026-05-26 19:15:30,579,SMS,Bhopal
CDR01668,SUS0131,+91-9393421844,SUS0030,+91-9907308348,2026-07-17 01:16:45,195,Voice,Patna
CDR01669,SUS0024,+91-9909134796,SUS0104,+91-9417001612,2026-03-09 22:32:00,349,SMS,Delhi
CDR01670,SUS0085,+91-9212313264,SUS0024,+91-9909134796,2026-08-15 02:24:30,1682,Voice,Ahmedabad
CDR01671,SUS0112,+91-9337691219,SUS0117,+91-9458102728,2026-03-28 06:25:30,545,Voice,Lucknow
CDR01672,SUS0114,+91-9880179899,SUS0121,+91-9337887233,2026-07-19 18:18:45,1341,Data,Chandigarh
CDR01673,SUS0013,+91-9566825638,SUS0058,+91-9811890569,2026-05-21 10:59:00,313,Data,Lucknow
CDR01674,SUS0053,+91-9679984033,SUS0034,+91-9554811020,2026-08-12 22:33:15,966,Data,Nagpur
CDR01675,SUS0085,+91-9212313264,SUS0046,+91-9952266893,2026-06-13 09:48:15,449,Voice,Pune
CDR01676,SUS0007,+91-9833953718,SUS0013,+91-9566825638,2026-06-27 15:04:45,99,Voice,Ranchi
CDR01677,SUS0008,+91-9787194506,SUS0006,+91-9208449460,2026-04-27 00:52:15,61,SMS,Nagpur
CDR01678,SUS0034,+91-9554811020,SUS0053,+91-9679984033,2026-04-08 20:21:15,1337,SMS,Kanpur
CDR01679,SUS0147,+91-9190547712,SUS0059,+91-9450948014,2026-03-04 21:04:15,317,SMS,Chandigarh
CDR01680,SUS0091,+91-9396618390,SUS0069,+91-9536398872,2026-05-27 22:32:45,196,SMS,Indore
CDR01681,SUS0018,+91-9584779555,SUS0122,+91-9531233244,2026-01-21 09:48:00,635,Voice,Chandigarh
CDR01682,SUS0099,+91-9855797020,SUS0072,+91-9893070706,2026-01-12 01:05:00,1117,SMS,Ahmedabad
CDR01683,SUS0033,+91-9749431082,SUS0052,+91-9659741412,2026-07-20 07:53:00,582,SMS,Nagpur
CDR01684,SUS0008,+91-9787194506,SUS0061,+91-9608482316,2026-04-04 06:04:30,1158,Voice,Ranchi
CDR01685,SUS0054,+91-9600282414,SUS0111,+91-9821920438,2026-08-07 17:29:15,930,SMS,Surat
CDR01686,SUS0133,+91-9874807770,SUS0143,+91-9706118438,2026-02-03 07:56:00,1784,Voice,Mumbai
CDR01687,SUS0145,+91-9408246619,SUS0075,+91-9612957813,2026-03-01 21:14:15,57,Voice,Delhi
CDR01688,SUS0027,+91-9670292350,SUS0036,+91-9144913399,2026-05-26 01:13:15,561,Voice,Chandigarh
CDR01689,SUS0134,+91-9392168202,SUS0003,+91-9271432881,2026-06-28 01:31:30,468,Data,Pune
CDR01690,SUS0131,+91-9393421844,SUS0142,+91-9374843786,2026-01-12 14:36:30,495,Voice,Patna
CDR01691,SUS0030,+91-9907308348,SUS0096,+91-9540211187,2026-07-02 06:33:45,894,Voice,Kanpur
CDR01692,SUS0110,+91-9963919401,SUS0112,+91-9337691219,2026-04-17 15:02:00,1107,SMS,Chandigarh
CDR01693,SUS0065,+91-9488896443,SUS0005,+91-9764130526,2026-06-10 19:08:15,832,Data,Kanpur
CDR01694,SUS0006,+91-9208449460,SUS0054,+91-9600282414,2026-06-22 21:04:30,459,Voice,Bhopal
CDR01695,SUS0082,+91-9851333320,SUS0136,+91-9158821683,2026-04-03 17:55:15,1002,Data,Mumbai
CDR01696,SUS0045,+91-9995205588,SUS0138,+91-9896760809,2026-03-09 02:22:45,125,Data,Mumbai
CDR01697,SUS0111,+91-9821920438,SUS0041,+91-9223847257,2026-02-17 06:16:30,1415,Voice,Indore
CDR01698,SUS0094,+91-9899621068,SUS0054,+91-9600282414,2026-05-21 09:52:15,54,Voice,Surat
CDR01699,SUS0117,+91-9458102728,SUS0054,+91-9600282414,2026-02-21 18:04:00,404,Voice,Delhi
CDR01700,SUS0096,+91-9540211187,SUS0021,+91-9807577342,2026-02-28 17:00:15,1169,Voice,Pune
CDR01701,SUS0103,+91-9590523712,SUS0091,+91-9396618390,2026-01-19 20:41:00,1001,SMS,Surat
CDR01702,SUS0039,+91-9141580226,SUS0007,+91-9833953718,2026-06-25 17:44:15,1153,Voice,Lucknow
CDR01703,SUS0123,+91-9395296179,SUS0118,+91-9350180427,2026-03-06 20:32:30,624,Voice,Pune
CDR01704,SUS0136,+91-9158821683,SUS0035,+91-9559225330,2026-05-24 23:33:15,589,Voice,Lucknow
CDR01705,SUS0119,+91-9218032515,SUS0132,+91-9895609471,2026-03-27 09:44:00,1100,Voice,Ahmedabad
CDR01706,SUS0054,+91-9600282414,SUS0016,+91-9621828280,2026-05-21 00:02:00,1378,Voice,Delhi
CDR01707,SUS0073,+91-9115191689,SUS0070,+91-9361246928,2026-01-08 20:06:30,120,Data,Kanpur
CDR01708,SUS0023,+91-9596743109,SUS0089,+91-9221827951,2026-07-15 17:21:15,531,Data,Mumbai
CDR01709,SUS0112,+91-9337691219,SUS0117,+91-9458102728,2026-06-04 12:15:45,1791,SMS,Jaipur
CDR01710,SUS0097,+91-9452794611,SUS0148,+91-9403754671,2026-07-24 23:47:00,483,Voice,Ranchi
CDR01711,SUS0136,+91-9158821683,SUS0003,+91-9271432881,2026-07-01 07:03:00,1543,Data,Pune
CDR01712,SUS0027,+91-9670292350,SUS0133,+91-9874807770,2026-03-01 22:32:30,701,Voice,Nagpur
CDR01713,SUS0134,+91-9392168202,SUS0022,+91-9881913386,2026-01-13 11:03:15,969,SMS,Chandigarh
CDR01714,SUS0121,+91-9337887233,SUS0046,+91-9952266893,2026-08-08 00:44:00,1038,SMS,Ahmedabad
CDR01715,SUS0132,+91-9895609471,SUS0014,+91-9420452650,2026-01-02 18:51:00,552,Data,Lucknow
CDR01716,SUS0056,+91-9888807316,SUS0073,+91-9115191689,2026-02-14 17:57:30,522,Data,Bhopal
CDR01717,SUS0078,+91-9323110563,SUS0150,+91-9804433388,2026-02-01 23:02:00,1416,SMS,Delhi
CDR01718,SUS0060,+91-9475767056,SUS0083,+91-9748232591,2026-04-25 18:35:00,447,Voice,Ranchi
CDR01719,SUS0117,+91-9458102728,SUS0052,+91-9659741412,2026-06-17 01:07:45,83,SMS,Amritsar
CDR01720,SUS0074,+91-9908304440,SUS0097,+91-9452794611,2026-07-24 05:00:30,432,Voice,Pune
CDR01721,SUS0057,+91-9829223044,SUS0065,+91-9488896443,2026-01-07 20:44:15,1257,Voice,Surat
CDR01722,SUS0008,+91-9787194506,SUS0006,+91-9208449460,2026-07-12 11:16:00,1496,Voice,Pune
CDR01723,SUS0057,+91-9829223044,SUS0087,+91-9301415220,2026-01-01 09:17:30,1355,Voice,Indore
CDR01724,SUS0099,+91-9855797020,SUS0123,+91-9395296179,2026-05-20 10:05:45,1559,Voice,Nagpur
CDR01725,SUS0030,+91-9907308348,SUS0012,+91-9739830322,2026-08-19 01:14:30,1581,SMS,Surat
CDR01726,SUS0004,+91-9469319644,SUS0006,+91-9208449460,2026-01-22 13:34:00,1524,Voice,Lucknow
CDR01727,SUS0050,+91-9960514523,SUS0084,+91-9799552991,2026-03-24 14:16:30,795,Voice,Pune
CDR01728,SUS0091,+91-9396618390,SUS0048,+91-9925159146,2026-06-15 14:58:15,904,SMS,Mumbai
CDR01729,SUS0041,+91-9223847257,SUS0096,+91-9540211187,2026-04-05 20:57:45,115,Data,Amritsar
CDR01730,SUS0062,+91-9275842194,SUS0149,+91-9877103091,2026-05-03 22:09:00,1496,Voice,Bhopal
CDR01731,SUS0149,+91-9877103091,SUS0002,+91-9868820204,2026-06-08 22:31:45,1101,Data,Pune
CDR01732,SUS0060,+91-9475767056,SUS0002,+91-9868820204,2026-05-23 00:51:30,1371,Data,Patna
CDR01733,SUS0043,+91-9175133802,SUS0045,+91-9995205588,2026-07-24 06:33:30,1052,SMS,Bhopal
CDR01734,SUS0036,+91-9144913399,SUS0071,+91-9587205269,2026-01-27 17:55:00,1705,Voice,Patna
CDR01735,SUS0087,+91-9301415220,SUS0147,+91-9190547712,2026-07-11 00:18:15,1090,Voice,Mumbai
CDR01736,SUS0028,+91-9711684318,SUS0129,+91-9340781088,2026-06-10 08:07:15,1255,Voice,Bhopal
CDR01737,SUS0003,+91-9271432881,SUS0109,+91-9463692735,2026-08-28 14:33:45,874,Voice,Bhopal
CDR01738,SUS0136,+91-9158821683,SUS0049,+91-9926830795,2026-05-03 20:03:00,953,Voice,Chandigarh
CDR01739,SUS0116,+91-9396225446,SUS0097,+91-9452794611,2026-05-16 14:38:15,130,SMS,Chandigarh
CDR01740,SUS0007,+91-9833953718,SUS0027,+91-9670292350,2026-04-01 00:27:45,669,Voice,Lucknow
CDR01741,SUS0049,+91-9926830795,SUS0074,+91-9908304440,2026-04-09 06:11:30,1626,SMS,Chandigarh
CDR01742,SUS0044,+91-9848621833,SUS0032,+91-9695499669,2026-03-23 00:58:15,1069,SMS,Pune
CDR01743,SUS0125,+91-9586940738,SUS0046,+91-9952266893,2026-07-05 19:11:30,952,SMS,Jaipur
CDR01744,SUS0005,+91-9764130526,SUS0049,+91-9926830795,2026-03-16 10:33:45,1642,Voice,Mumbai
CDR01745,SUS0055,+91-9922050912,SUS0029,+91-9319321646,2026-05-25 23:28:45,324,Data,Delhi
CDR01746,SUS0145,+91-9408246619,SUS0121,+91-9337887233,2026-06-11 23:23:30,1659,SMS,Jaipur
